MSNO,total_dur,PostalCode,lat,long,address
41306,2700.0,650231,1.34908254998383,103.754518186115,231 BUKIT BATOK EAST AVENUE 5 GOMBAK GARDENS SINGAPORE 650231
41308,180.0,650236,1.34933642345807,103.755963537392,236 BUKIT BATOK EAST AVENUE 5 GOMBAK GARDENS SINGAPORE 650236
41314,960.0,650210,1.34548008232168,103.74995609585,210 BUKIT BATOK STREET 21 SINGAPORE 650210
41317,150.0,650216,1.3471050066434,103.753638622774,216 BUKIT BATOK STREET 21 SINGAPORE 650216
41329,540.0,650331,1.36361186600798,103.747645306633,331 BUKIT BATOK STREET 33 SINGAPORE 650331
41334,240.0,650509,1.35254758281777,103.754191723364,509 BUKIT BATOK STREET 52 HILLGROVE GARDENS SINGAPORE 650509
41350,450.0,652451,1.35248381356888,103.743414725495,451B BUKIT BATOK WEST AVENUE 6 WEST TERRA @ BUKIT BATOK SINGAPORE 652451
41352,4200.0,650403,1.36514040189139,103.744865126672,403 BUKIT BATOK WEST AVENUE 7 SINGAPORE 650403
41353,12000.0,650406,1.36517826718432,103.745813150204,406 BUKIT BATOK WEST AVENUE 7 SINGAPORE 650406
41360,150.0,652449,1.35197886358706,103.741081176999,449B BUKIT BATOK WEST AVENUE 9 WEST VALLEY @ BUKIT BATOK SINGAPORE 652449
41363,120.0,651468,1.35649522522916,103.742712657002,468A BUKIT BATOK WEST AVENUE 9 WEST PLAINS @ BUKIT BATOK SINGAPORE 651468
41365,60.0,670234,1.37853337682238,103.771789071508,234 BUKIT PANJANG RING ROAD SINGAPORE 670234
41366,7200.0,670239,1.38014939686036,103.771126294353,239 BUKIT PANJANG RING ROAD SINGAPORE 670239
41372,240.0,670401,1.38055432084398,103.768730366658,401 FAJAR ROAD SINGAPORE 670401
41373,11130.0,670407,1.38144471081245,103.768305890206,407 FAJAR ROAD SINGAPORE 670407
41376,780.0,672442,1.38143384735951,103.771366304235,442B FAJAR ROAD FAJAR HILLS SINGAPORE 672442
41384,5760.0,670511,1.38781353239945,103.768439867751,511 JELAPANG ROAD PANGSHAN COURT SINGAPORE 670511
41393,2160.0,670126,1.37621716161119,103.77012332087,126 PENDING ROAD BUKIT PANJANG FIRE POST SINGAPORE 670126
41396,2340.0,670142,1.37639172444397,103.767912823562,142 PETIR ROAD SINGAPORE 670142
41398,240.0,670150,1.37704616042499,103.766883474367,150 PETIR ROAD SINGAPORE 670150
41399,360.0,670201,1.37184315960331,103.775222401611,201 PETIR ROAD SINGAPORE 670201
